NAME,,,,CODE,,,Digit Match Level,,,,Count
CORTICOTROPIN,,,,3030000000,,,4 digit,,,,268
COUGH/COLD/ALLERGY COMBINATIONS,,,,4399000000,,,4 digit,,,,269
COUMARIN ANTICOAGULANTS,,,,8320000000,,,4 digit,,,,270
CYCLIC LIPOPEPTIDES,,,,1627000000,,,4 digit,,,,271
CYCLOPLEGIC MYDRIATICS,,,,8635000000,,,4 digit,,,,272
CYSTIC FIBROSIS AGENTS,,,,4530000000,,,4 digit,,,,273
CYSTINOSIS AGENTS,,,,5640000000,,,4 digit,,,,274
DELIVERY DEVICES,,,,9865000000,,,4 digit,,,,275
DENTAL PRODUCTS,,,,8840000000,,,4 digit,,,,276
DEPOLARIZING MUSCLE RELAXANTS,,,,7410000000,,,4 digit,,,,277
DIABETIC OTHER,,,,2730000000,,,4 digit,,,,278
DIABETIC SUPPLIES,,,,9720000000,,,4 digit,,,,279
DIAGNOSTIC BIOLOGICALS,,,,9430000000,,,4 digit,,,,280
DIAGNOSTIC DRUGS,,,,9420000000,,,4 digit,,,,281
NAME,,,,CODE,,,Digit Match Level,,,,Count
"DIAGNOSTIC PRODUCTS, MISC.",,,,9460000000,,,4 digit,,,,282
DIAGNOSTIC RADIOPHARMACEUTICALS,,,,9435000000,,,4 digit,,,,283
DIAGNOSTIC TESTS,,,,9410000000,,,4 digit,,,,284
DIAPER RASH PRODUCTS,,,,9060000000,,,4 digit,,,,285
DIBENZAPINES,,,,5915000000,,,4 digit,,,,286
DIETARY MANAGEMENT PRODUCTS,,,,8125000000,,,4 digit,,,,287
DIGESTIVE AIDS - MIXTURES,,,,5199000000,,,4 digit,,,,288
DIGESTIVE ENZYMES,,,,5120000000,,,4 digit,,,,289
DIHYDROINDOLONES,,,,5916000000,,,4 digit,,,,290
DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS,,,,2755000000,,,4 digit,,,,291
DIRECT FACTOR XA INHIBITORS,,,,8337000000,,,4 digit,,,,292
DIRECT MUSCLE RELAXANTS,,,,7520000000,,,4 digit,,,,293
DIRECT RENIN INHIBITORS,,,,3617000000,,,4 digit,,,,294
DISINFECTANTS,,,,9280000000,,,4 digit,,,,295
DIURETIC COMBINATIONS,,,,3799000000,,,4 digit,,,,296
DIURETICS - MISCELLANEOUS,,,,3790000000,,,4 digit,,,,297
DOPAMINE RECEPTOR AGONISTS - ANTIDIABETIC,,,,2757000000,,,4 digit,,,,298
DOUCHE PRODUCTS,,,,5520000000,,,4 digit,,,,299
ELASTIC BANDAGES & SUPPORTS,,,,9735000000,,,4 digit,,,,300
ELECTROLYTE MIXTURES,,,,7999000000,,,4 digit,,,,301
EMERGENCY CONTRACEPTIVES,,,,2540000000,,,4 digit,,,,302
EMOLLIENT/KERATOLYTIC AGENTS,,,,9066000000,,,4 digit,,,,303
EMOLLIENTS,,,,9065000000,,,4 digit,,,,304
ENTERAL NUTRITION SUPPLIES,,,,9725000000,,,4 digit,,,,305
ENZYMES,,,,9935000000,,,4 digit,,,,306
ENZYMES - TOPICAL,,,,9070000000,,,4 digit,,,,307
ERYTHROMYCINS,,,,310000000,,,4 digit,,,,308
ESTROGEN COMBINATIONS,,,,2499000000,,,4 digit,,,,309
ESTROGENS,,,,2400000000,,,4 digit,,,,310
NAME,,,,CODE,,,Digit Match Level,,,,Count
EXPECTORANTS,,,,4320000000,,,4 digit,,,,311
EXTENDED-SPECTRUM PENICILLINS,,,,140000000,,,4 digit,,,,312
FECAL INCONTINENCE BULKING AGENTS,,,,9937000000,,,4 digit,,,,313
FEMALE PERSONAL CARE PRODUCTS,,,,9745000000,,,4 digit,,,,314
FERTILITY REGULATORS,,,,3006000000,,,4 digit,,,,315
FIBRIC ACID DERIVATIVES,,,,3920000000,,,4 digit,,,,316
FIBROMYALGIA AGENTS,,,,6250000000,,,4 digit,,,,317
FIDAXOMICIN,,,,353000000,,,4 digit,,,,318
FIRST AID KITS,,,,9785000000,,,4 digit,,,,319
FLAVORING AGENTS,,,,9833000000,,,4 digit,,,,320
FLUORIDE,,,,7930000000,,,4 digit,,,,321
FLUOROQUINOLONES,,,,500000000,,,4 digit,,,,322
FOLIC ACID/FOLATES,,,,8220000000,,,4 digit,,,,323
FOOT CARE PRODUCTS,,,,9780000000,,,4 digit,,,,324
GABA MODULATORS,,,,7217000000,,,4 digit,,,,325
GALLSTONE SOLUBILIZING AGENTS,,,,5210000000,,,4 digit,,,,326
GASTRIC ACIDIFIERS,,,,5130000000,,,4 digit,,,,327
GASTROINTESTINAL ADSORBENTS,,,,4720000000,,,4 digit,,,,328
GASTROINTESTINAL ANTIALLERGY AGENTS,,,,5216000000,,,4 digit,,,,329
GASTROINTESTINAL CHLORIDE CHANNEL ACTIVATORS,,,,5245000000,,,4 digit,,,,330
GASTROINTESTINAL STIMULANTS,,,,5230000000,,,4 digit,,,,331
GELATIN CAPSULES (EMPTY),,,,9870000000,,,4 digit,,,,332
GENITOURINARY IRRIGANTS,,,,5670000000,,,4 digit,,,,333
GI-GU OSTOMY & IRRIGATION SUPPLIES,,,,9715000000,,,4 digit,,,,334
GLABELLAR LINES (FROWN LINES) AGENTS,,,,9089000000,,,4 digit,,,,335
GLUCOCORTICOSTEROIDS,,,,2210000000,,,4 digit,,,,336
GLYCYLCYCLINES,,,,1629000000,,,4 digit,,,,337
GNRH/LHRH ANTAGONISTS,,,,3009000000,,,4 digit,,,,338
GOLD COMPOUNDS,,,,6620000000,,,4 digit,,,,339
NAME,,,,CODE,,,Digit Match Level,,,,Count
GOUT AGENT COMBINATIONS,,,,6899000000,,,4 digit,,,,340
GOUT AGENTS,,,,6800000000,,,4 digit,,,,341
GROWTH HORMONE RECEPTOR ANTAGONISTS,,,,3018000000,,,4 digit,,,,342
GROWTH HORMONE RELEASING HORMONES (GHRH),,,,3015000000,,,4 digit,,,,343
GROWTH HORMONES,,,,3010000000,,,4 digit,,,,344
H-2 ANTAGONISTS,,,,4920000000,,,4 digit,,,,345
HAIR GROWTH AGENTS,,,,9073000000,,,4 digit,,,,346
HAIR REDUCTION AGENTS,,,,9074000000,,,4 digit,,,,347
HEATING/COOLING AIDS,,,,9737000000,,,4 digit,,,,348
HEMATOPOIETIC GROWTH FACTORS,,,,8240000000,,,4 digit,,,,349
HEMATOPOIETIC MIXTURES,,,,8299000000,,,4 digit,,,,350
HEMATORHEOLOGIC AGENTS,,,,8520000000,,,4 digit,,,,351
HEMIN,,,,8525000000,,,4 digit,,,,352
HEMOSTATICS - SYSTEMIC,,,,8410000000,,,4 digit,,,,353
HEMOSTATICS - TOPICAL,,,,8420000000,,,4 digit,,,,354
HEPARINS AND HEPARINOID-LIKE AGENTS,,,,8310000000,,,4 digit,,,,355
HEPATITIS AGENTS,,,,1235000000,,,4 digit,,,,356
HERPES AGENTS,,,,1240000000,,,4 digit,,,,357
HMG COA REDUCTASE INHIBITORS,,,,3940000000,,,4 digit,,,,358
HOMEOPATHIC PRODUCTS,,,,9987000000,,,4 digit,,,,359
HORMONE RECEPTOR MODULATORS,,,,3005000000,,,4 digit,,,,360
HUMAN PROTEIN C,,,,8555000000,,,4 digit,,,,361
HYDANTOINS,,,,7220000000,,,4 digit,,,,362
HYPNOTIC COMBINATIONS,,,,6099000000,,,4 digit,,,,363
HYPNOTICS - TRICYCLIC AGENTS,,,,6040000000,,,4 digit,,,,364
IMIDAZOLE-RELATED ANTIFUNGALS,,,,1140000000,,,4 digit,,,,365
IMMUNE SERUMS,,,,1910000000,,,4 digit,,,,366
IMMUNOMODULATING AGENTS - TOPICAL,,,,9077000000,,,4 digit,,,,367
IMMUNOMODULATORS,,,,9939000000,,,4 digit,,,,368
NAME,,,,CODE,,,Digit Match Level,,,,Count
IMMUNOSUPPRESSIVE AGENTS,,,,9940000000,,,4 digit,,,,369
IMMUNOSUPPRESSIVE AGENTS - TOPICAL,,,,9078000000,,,4 digit,,,,370
IMPOTENCE AGENTS,,,,4030000000,,,4 digit,,,,371
IMPOTENCE AIDS,,,,9747000000,,,4 digit,,,,372
IN VITRO ANTICOAGULANTS,,,,8340000000,,,4 digit,,,,373
IN VITRO HEMATOLOGIC AGENTS,,,,8527000000,,,4 digit,,,,374
INCRETIN MIMETIC AGENTS (GLP-1 RECEPTOR AGONISTS),,,,2717000000,,,4 digit,,,,375
INFANT CARE PRODUCTS,,,,9755000000,,,4 digit,,,,376
INFANT FOODS,,,,8110000000,,,4 digit,,,,377
INFLAMMATORY BOWEL AGENTS,,,,5250000000,,,4 digit,,,,378
INFLUENZA AGENTS,,,,1250000000,,,4 digit,,,,379
INSULIN,,,,2710000000,,,4 digit,,,,380
INSULIN SENSITIZING AGENTS,,,,2760000000,,,4 digit,,,,381
INSULIN-LIKE GROWTH FACTORS (SOMATOMEDINS),,,,3016000000,,,4 digit,,,,382
INTERLEUKIN-1 BLOCKERS,,,,6645000000,,,4 digit,,,,383
INTERLEUKIN-1 RECEPTOR ANTAGONIST (IL-1RA),,,,6626000000,,,4 digit,,,,384
INTERLEUKIN-1BETA BLOCKERS,,,,6646000000,,,4 digit,,,,385
INTERLEUKIN-6 RECEPTOR INHIBITORS,,,,6650000000,,,4 digit,,,,386
INTERNAL VEHICLE INGREDIENTS/AGENTS,,,,9836000000,,,4 digit,,,,387
INTERSTITIAL CYSTITIS AGENTS,,,,5650000000,,,4 digit,,,,388
INTESTINAL ACIDIFIERS,,,,5240000000,,,4 digit,,,,389
INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS,,,,3930000000,,,4 digit,,,,390
INTRARECTAL STEROIDS,,,,8915000000,,,4 digit,,,,391
IODINE ANTISEPTICS,,,,9220000000,,,4 digit,,,,392
IODINE PRODUCTS,,,,7935000000,,,4 digit,,,,393
IRON,,,,8230000000,,,4 digit,,,,394
IRON & B12 W/ VITAMINS,,,,7863000000,,,4 digit,,,,395
IRON W/ VITAMINS,,,,7861000000,,,4 digit,,,,396
IRRIGATION SOLUTIONS,,,,9975000000,,,4 digit,,,,397
NAME,,,,CODE,,,Digit Match Level,,,,Count
IRRITABLE BOWEL SYNDROME (IBS) AGENTS,,,,5255000000,,,4 digit,,,,398
KERATOLYTIC/ANTIMITOTIC AGENTS,,,,9075000000,,,4 digit,,,,399
KETOLIDES,,,,1621000000,,,4 digit,,,,400
LAXATIVE COMBINATIONS,,,,4699000000,,,4 digit,,,,401
LAXATIVES - MISCELLANEOUS,,,,4660000000,,,4 digit,,,,402
LEPROSTATICS,,,,1630000000,,,4 digit,,,,403
LEUKOTRIENE MODULATORS,,,,4450000000,,,4 digit,,,,404
LHRH/GNRH AGONIST ANALOG PITUITARY SUPPRESSANTS,,,,3008000000,,,4 digit,,,,405
LINCOSAMIDES,,,,1622000000,,,4 digit,,,,406
LINIMENTS,,,,9080000000,,,4 digit,,,,407
LIPIDS,,,,8020000000,,,4 digit,,,,408
LIPOTROPICS,,,,8040000000,,,4 digit,,,,409
LIQUID VEHICLES,,,,9840000000,,,4 digit,,,,410
LIQUIDS,,,,9620000000,,,4 digit,,,,411
LOCAL ANESTHETIC COMBINATIONS,,,,6999000000,,,4 digit,,,,412
LOCAL ANESTHETICS - AMIDES,,,,6910000000,,,4 digit,,,,413
LOCAL ANESTHETICS - ESTERS,,,,6920000000,,,4 digit,,,,414
LOCAL ANESTHETICS - TOPICAL,,,,9085000000,,,4 digit,,,,415
LOOP DIURETICS,,,,3720000000,,,4 digit,,,,416
LOZENGES,,,,8820000000,,,4 digit,,,,417
LUBRICANT LAXATIVES,,,,4640000000,,,4 digit,,,,418
MAGNESIUM,,,,7940000000,,,4 digit,,,,419
MANGANESE,,,,7950000000,,,4 digit,,,,420
MEGLITINIDE ANALOGUES,,,,2728000000,,,4 digit,,,,421
MERCURY ANTISEPTICS,,,,9230000000,,,4 digit,,,,422
METABOLIC MODIFIERS,,,,3090000000,,,4 digit,,,,423
MIGRAINE COMBINATIONS,,,,6799000000,,,4 digit,,,,424
MIGRAINE PRODUCTS,,,,6700000000,,,4 digit,,,,425
MIGRAINE PRODUCTS - NSAIDS,,,,6760000000,,,4 digit,,,,426
NAME,,,,CODE,,,Digit Match Level,,,,Count
MINERAL COMBINATIONS,,,,7985000000,,,4 digit,,,,427
MINERALOCORTICOIDS,,,,2220000000,,,4 digit,,,,428
MIOTICS,,,,8650000000,,,4 digit,,,,429
MISC NATURAL PRODUCTS,,,,9985000000,,,4 digit,,,,430
MISC. ANTI-ULCER,,,,4930000000,,,4 digit,,,,431
MISC. DERMATOLOGICAL PRODUCTS,,,,9099000000,,,4 digit,,,,432
MISC. DEVICES,,,,9770000000,,,4 digit,,,,433
MISC. NUTRITIONAL FACTORS,,,,7730000000,,,4 digit,,,,434
MISC. NUTRITIONAL SUBSTANCES,,,,8050000000,,,4 digit,,,,435
MISC. RESPIRATORY INHALANTS,,,,4340000000,,,4 digit,,,,436
MISC. TOPICAL,,,,9097000000,,,4 digit,,,,437
MISCELLANEOUS CONTRAST MEDIA,,,,9450000000,,,4 digit,,,,438
MISCELLANEOUS VAGINAL PRODUCTS,,,,5540000000,,,4 digit,,,,439
MITOTIC INHIBITORS,,,,2150000000,,,4 digit,,,,440
MIXED VACCINE COMBINATIONS,,,,1799000000,,,4 digit,,,,441
MODIFIED CYCLICS,,,,5812000000,,,4 digit,,,,442
MONOAMINE OXIDASE INHIBITORS (MAOIS),,,,5810000000,,,4 digit,,,,443
MONOCLONAL ANTIBODIES,,,,1950000000,,,4 digit,,,,444
MOUTHWASHES,,,,8830000000,,,4 digit,,,,445
MOVEMENT DISORDER DRUG THERAPY,,,,6238000000,,,4 digit,,,,446
MUCOLYTICS,,,,4330000000,,,4 digit,,,,447
MULTIPLE SCLEROSIS AGENTS,,,,6240000000,,,4 digit,,,,448
MULTIPLE VITAMINS W/ CALCIUM,,,,7835000000,,,4 digit,,,,449
MULTIPLE VITAMINS W/ IRON,,,,7821000000,,,4 digit,,,,450
MULTIPLE VITAMINS W/ MINERALS,,,,7831000000,,,4 digit,,,,451
MULTIPLE VITAMINS W/ MINERALS & CALCIUM-FOLIC ACID,,,,7836000000,,,4 digit,,,,452
MULTIVITAMINS,,,,7820000000,,,4 digit,,,,453
MUSCLE RELAXANT COMBINATIONS,,,,7599000000,,,4 digit,,,,454
NASAL AGENT COMBINATIONS,,,,4299000000,,,4 digit,,,,455
NAME,,,,CODE,,,Digit Match Level,,,,Count
NASAL AGENTS - MISC.,,,,4250000000,,,4 digit,,,,456
NASAL ANTI-INFECTIVES,,,,4225000000,,,4 digit,,,,457
NASAL ANTIALLERGY,,,,4240000000,,,4 digit,,,,458
NASAL ANTICHOLINERGICS,,,,4230000000,,,4 digit,,,,459
NASAL STEROIDS,,,,4220000000,,,4 digit,,,,460
NATURAL PENICILLINS,,,,110000000,,,4 digit,,,,461
NEUROMUSCULAR BLOCKING AGENT - NEUROTOXINS,,,,7440000000,,,4 digit,,,,462
NICOTINIC ACID DERIVATIVES,,,,3945000000,,,4 digit,,,,463
NITRATES,,,,3210000000,,,4 digit,,,,464
NON GELATIN CAPSULES (EMPTY),,,,9871000000,,,4 digit,,,,465
NON-BARBITURATE HYPNOTICS,,,,6020000000,,,4 digit,,,,466
NONDEPOLARIZING MUSCLE RELAXANTS,,,,7420000000,,,4 digit,,,,467
NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS),,,,6610000000,,,4 digit,,,,468
NUTRITIONAL SUBSTITUTES,,,,8140000000,,,4 digit,,,,469
NUTRITIONAL SUPPLEMENTS,,,,8120000000,,,4 digit,,,,470
OIL SOLUBLE VITAMINS,,,,7720000000,,,4 digit,,,,471
OPHTHALMIC - ANGIOGENESIS INHIBITORS,,,,8665000000,,,4 digit,,,,472
OPHTHALMIC ADRENERGIC AGENTS,,,,8660000000,,,4 digit,,,,473
OPHTHALMIC ANTI-INFECTIVES,,,,8610000000,,,4 digit,,,,474
OPHTHALMIC DECONGESTANTS,,,,8640000000,,,4 digit,,,,475
OPHTHALMIC IMMUNOMODULATORS,,,,8672000000,,,4 digit,,,,476
OPHTHALMIC LOCAL ANESTHETICS,,,,8675000000,,,4 digit,,,,477
OPHTHALMIC PHOTODYNAMIC THERAPY AGENTS,,,,8670000000,,,4 digit,,,,478
OPHTHALMIC STEROIDS,,,,8630000000,,,4 digit,,,,479
OPHTHALMIC SURGICAL AIDS,,,,8678000000,,,4 digit,,,,480
OPHTHALMICS - MISC.,,,,8680000000,,,4 digit,,,,481
OPIOID AGONISTS,,,,6510000000,,,4 digit,,,,482
OPIOID ANTAGONISTS,,,,9340000000,,,4 digit,,,,483
OPIOID COMBINATIONS,,,,6599000000,,,4 digit,,,,484
NAME,,,,CODE,,,Digit Match Level,,,,Count
OPIOID PARTIAL AGONISTS,,,,6520000000,,,4 digit,,,,485
OPTICAL AND OPHTHALMIC SUPPLIES,,,,9760000000,,,4 digit,,,,486
ORAL HYGIENE PRODUCTS,,,,9750000000,,,4 digit,,,,487
ORGAN PRESERVATION SOLUTIONS,,,,9980000000,,,4 digit,,,,488
OSMOTIC DIURETICS,,,,3740000000,,,4 digit,,,,489
OTIC AGENTS - MISCELLANEOUS,,,,8740000000,,,4 digit,,,,490
OTIC ANALGESICS,,,,8720000000,,,4 digit,,,,491
OTIC ANTI-INFECTIVES,,,,8710000000,,,4 digit,,,,492
OTIC COMBINATIONS,,,,8799000000,,,4 digit,,,,493
OTIC STEROIDS,,,,8730000000,,,4 digit,,,,494
OXAZOLIDINONES,,,,1623000000,,,4 digit,,,,495
OXYTOCICS,,,,2900000000,,,4 digit,,,,496
PARENTERAL THERAPY SUPPLIES,,,,9705000000,,,4 digit,,,,497
PED MULTI VITAMINS W/FL & FE,,,,7845000000,,,4 digit,,,,498
PED MULTIPLE VITAMINS W/ MINERALS,,,,7842000000,,,4 digit,,,,499
PED MV W/ FLUORIDE,,,,7844000000,,,4 digit,,,,500
PED MV W/ IRON,,,,7843000000,,,4 digit,,,,501
PEDIATRIC MULTIPLE VITAMINS,,,,7841000000,,,4 digit,,,,502
PEDIATRIC VITAMINS,,,,7840000000,,,4 digit,,,,503
PENICILLIN COMBINATIONS,,,,199000000,,,4 digit,,,,504
PENICILLINASE-RESISTANT PENICILLINS,,,,130000000,,,4 digit,,,,505
PERIODONTAL PRODUCTS,,,,8845000000,,,4 digit,,,,506
PERIPHERAL OPIOID RECEPTOR ANTAGONISTS,,,,5258000000,,,4 digit,,,,507
PERIPHERAL VASODILATORS,,,,4010000000,,,4 digit,,,,508
PERITONEAL DIALYSIS,,,,9717000000,,,4 digit,,,,509
PERITONEAL DIALYSIS SOLUTIONS,,,,9970000000,,,4 digit,,,,510
PHARMACEUTICAL ADJUVANTS MISCELLANOUS,,,,9890000000,,,4 digit,,,,511
PHARMACEUTICAL EXCIPIENTS,,,,9835000000,,,4 digit,,,,512
PHENOTHIAZINES,,,,5920000000,,,4 digit,,,,513
NAME,,,,CODE,,,Digit Match Level,,,,Count
PHOSPHATE,,,,7960000000,,,4 digit,,,,514
PHOSPHATE BINDER AGENTS,,,,5280000000,,,4 digit,,,,515
PHOSPHODIESTERASE INHIBITORS,,,,3110000000,,,4 digit,,,,516
PIGMENTING-DEPIGMENTING AGENTS,,,,9087000000,,,4 digit,,,,517
PLACEBOS,,,,9880000000,,,4 digit,,,,518
PLASMA EXPANDERS,,,,8530000000,,,4 digit,,,,519
PLASMA KALLIKREIN INHIBITORS,,,,8584000000,,,4 digit,,,,520
PLASMA PROTEINS,,,,8540000000,,,4 digit,,,,521
PLATELET AGGREGATION INHIBITORS,,,,8515000000,,,4 digit,,,,522
PLEURAL SCLEROSING AGENTS,,,,4550000000,,,4 digit,,,,523
PODIATRIC PRODUCTS,,,,9098000000,,,4 digit,,,,524
POISON IVY PRODUCTS,,,,9095000000,,,4 digit,,,,525
POLYMYXINS,,,,1610000000,,,4 digit,,,,526
POSTERIOR PITUITARY HORMONES,,,,3020000000,,,4 digit,,,,527
POSTHERPETIC NEURALGIA (PHN) AGENTS,,,,6254000000,,,4 digit,,,,528
POTASSIUM,,,,7970000000,,,4 digit,,,,529
POTASSIUM REMOVING RESINS,,,,9945000000,,,4 digit,,,,530
POTASSIUM SPARING DIURETICS,,,,3750000000,,,4 digit,,,,531
PREMENSTRUAL DYSPHORIC DISORDER (PMDD) AGENTS,,,,6220000000,,,4 digit,,,,532
PRENATAL VITAMINS,,,,7851000000,,,4 digit,,,,533
PROGESTERONE RECEPTOR ANTAGONISTS,,,,3050000000,,,4 digit,,,,534
PROGESTIN CONTRACEPTIVES - IMPLANTS,,,,2530000000,,,4 digit,,,,535
PROGESTIN CONTRACEPTIVES - INJECTABLE,,,,2515000000,,,4 digit,,,,536
PROGESTIN CONTRACEPTIVES - IUD,,,,2520000000,,,4 digit,,,,537
PROGESTIN CONTRACEPTIVES - ORAL,,,,2510000000,,,4 digit,,,,538
PROGESTINS,,,,2600000000,,,4 digit,,,,539
PROLACTIN INHIBITORS,,,,3040000000,,,4 digit,,,,540
PROSTAGLANDIN VASODILATORS,,,,4017000000,,,4 digit,,,,541
PROSTAGLANDINS,,,,9950000000,,,4 digit,,,,542
NAME,,,,CODE,,,Digit Match Level,,,,Count
PROSTAGLANDINS - OPHTHALMIC,,,,8633000000,,,4 digit,,,,543
PROSTATIC HYPERTROPHY AGENTS,,,,5685000000,,,4 digit,,,,544
PROTAMINE,,,,8550000000,,,4 digit,,,,545
PROTEINS,,,,8030000000,,,4 digit,,,,546
PROTON PUMP INHIBITORS,,,,4927000000,,,4 digit,,,,547
PSEUDOBULBAR AFFECT (PBA) AGENTS,,,,6260000000,,,4 digit,,,,548
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,,,,6200000000,,,4 digit,,,,549
PULMONARY HYPERTENSION - ENDOTHELIN RECEPTOR ANTAGONI,,,,4016000000,,,4 digit,,,,550
PULMONARY HYPERTENSION - PHOSPHODIESTERASE INHIBITORS,,,,4014000000,,,4 digit,,,,551
PYRIMIDINE SYNTHESIS INHIBITORS,,,,6628000000,,,4 digit,,,,552
QUINOLINONE DERIVATIVES,,,,5925000000,,,4 digit,,,,553
RADIOGRAPHIC CONTRAST MEDIA,,,,9440000000,,,4 digit,,,,554
RECTAL COMBINATIONS,,,,8999000000,,,4 digit,,,,555
RECTAL LOCAL ANESTHETICS,,,,8920000000,,,4 digit,,,,556
RECTAL PRODUCTS - MISC.,,,,8930000000,,,4 digit,,,,557
RECTAL PROTECTANTS-EMOLLIENTS,,,,8940000000,,,4 digit,,,,558
RECTAL STEROIDS,,,,8910000000,,,4 digit,,,,559
RESPIRATORY AGENTS - MISC.,,,,4500000000,,,4 digit,,,,560
RESPIRATORY AIDS,,,,9712000000,,,4 digit,,,,561
RESPIRATORY SYNCYTIAL VIRUS (RSV) AGENTS,,,,1260000000,,,4 digit,,,,562
RESPIRATORY THERAPY SUPPLIES,,,,9710000000,,,4 digit,,,,563
RESTLESS LEG SYNDROME (RLS) AGENTS,,,,6256000000,,,4 digit,,,,564
ROSACEA AGENTS,,,,9006000000,,,4 digit,,,,565
SALICYLATES,,,,6410000000,,,4 digit,,,,566
SALINE LAXATIVES,,,,4610000000,,,4 digit,,,,567
SCABICIDES & PEDICULICIDES,,,,9090000000,,,4 digit,,,,568
SCAR TREATMENT PRODUCTS,,,,9093000000,,,4 digit,,,,569
SCLEROSING AGENTS,,,,9965000000,,,4 digit,,,,570
SELECTIVE ALDOSTERONE RECEPTOR ANTAGONISTS (SARAS),,,,3625000000,,,4 digit,,,,571
NAME,,,,CODE,,,Digit Match Level,,,,Count
SELECTIVE COSTIMULATION MODULATORS,,,,6640000000,,,4 digit,,,,572
SELECTIVE MELATONIN RECEPTOR AGONISTS,,,,6025000000,,,4 digit,,,,573
SELECTIVE PHOSPHODIESTERASE 4 (PDE4) INHIBITORS,,,,4445000000,,,4 digit,,,,574
SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),,,,5816000000,,,4 digit,,,,575
SEMI SOLID VEHICLES,,,,9860000000,,,4 digit,,,,576
SEMI-SOLIDS,,,,9640000000,,,4 digit,,,,577
SEPSIS SYNDROME AGENTS,,,,1660000000,,,4 digit,,,,578
SEROTONIN AGONISTS,,,,6740000000,,,4 digit,,,,579
SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),,,,5818000000,,,4 digit,,,,580
SILVER ANTISEPTICS,,,,9240000000,,,4 digit,,,,581
SMOKING DETERRENTS,,,,6210000000,,,4 digit,,,,582
SODIUM,,,,7975000000,,,4 digit,,,,583
SOLIDS,,,,9630000000,,,4 digit,,,,584
SOLUBLE TUMOR NECROSIS FACTOR RECEPTOR AGENTS,,,,6629000000,,,4 digit,,,,585
SOMATOSTATIC AGENTS,,,,3017000000,,,4 digit,,,,586
SPECIALTY VITAMINS PRODUCTS,,,,7850000000,,,4 digit,,,,587
SPERMICIDES,,,,5530000000,,,4 digit,,,,588
STEM CELL MOBILIZERS,,,,8250000000,,,4 digit,,,,589
STEROID INHALANTS,,,,4440000000,,,4 digit,,,,590
STEROIDS - MOUTH/THROAT,,,,8825000000,,,4 digit,,,,591
STIMULANT LAXATIVES,,,,4620000000,,,4 digit,,,,592
STIMULANTS - MISC.,,,,6140000000,,,4 digit,,,,593
STREPTOGRAMINS,,,,1625000000,,,4 digit,,,,594
SUBSTANCE P/NEUROKININ 1 (NK1) RECEPTOR ANTAGONISTS,,,,5028000000,,,4 digit,,,,595
SUCCINIMIDES,,,,7240000000,,,4 digit,,,,596
SULFONAMIDES,,,,800000000,,,4 digit,,,,597
SULFONYLUREAS,,,,2720000000,,,4 digit,,,,598
SUNSCREENS,,,,9092000000,,,4 digit,,,,599
SURFACTANT LAXATIVES,,,,4650000000,,,4 digit,,,,600
NAME,,,,CODE,,,Digit Match Level,,,,Count
SURFACTANTS,,,,9837000000,,,4 digit,,,,601
SURGICAL SUPPLIES,,,,9736000000,,,4 digit,,,,602
SYMPATHOMIMETIC DECONGESTANTS,,,,4210000000,,,4 digit,,,,603
SYMPATHOMIMETICS,,,,4420000000,,,4 digit,,,,604
SYSTEMIC LUPUS ERYTHEMATOSUS AGENTS,,,,9942000000,,,4 digit,,,,605
TAR PRODUCTS,,,,9052000000,,,4 digit,,,,606
TETRACYCLINE COMBINATIONS,,,,499000000,,,4 digit,,,,607
TETRACYCLINES,,,,400000000,,,4 digit,,,,608
THIAZIDES AND THIAZIDE-LIKE DIURETICS,,,,3760000000,,,4 digit,,,,609
THIOXANTHENES,,,,5930000000,,,4 digit,,,,610
THROAT PRODUCTS - MISC.,,,,8850000000,,,4 digit,,,,611
THROMBIN INHIBITORS,,,,8333000000,,,4 digit,,,,612
THROMBOLYTIC ENZYMES,,,,8560000000,,,4 digit,,,,613
THYROID HORMONES,,,,2810000000,,,4 digit,,,,614
TOPICAL ANTIDOTES,,,,9380000000,,,4 digit,,,,615
TOPOISOMERASE I INHIBITORS,,,,2155000000,,,4 digit,,,,616
TOXOID COMBINATIONS,,,,1899000000,,,4 digit,,,,617
TOXOIDS,,,,1800000000,,,4 digit,,,,618
TRACE MINERALS,,,,7990000000,,,4 digit,,,,619
TRICYCLIC AGENTS,,,,5820000000,,,4 digit,,,,620
ULCER DRUGS - PROSTAGLANDINS,,,,4925000000,,,4 digit,,,,621
ULCER THERAPY COMBINATIONS,,,,4999000000,,,4 digit,,,,622
URICOSURICS,,,,6810000000,,,4 digit,,,,623
URINARY ANALGESICS,,,,5630000000,,,4 digit,,,,624
URINARY ANTI-INFECTIVE COMBINATIONS,,,,5399000000,,,4 digit,,,,625
URINARY ANTI-INFECTIVES,,,,5300000000,,,4 digit,,,,626
URINARY ANTISPASMODIC COMBINATIONS,,,,5499000000,,,4 digit,,,,627
URINARY ANTISPASMODICS,,,,5400000000,,,4 digit,,,,628
